,Zip,Household Income Change,Median Home Value Change,% Bachelors+ Change,Store Count
23381,77479,15.0,41.58,3.4,6.0
23383,77481,-65.99,249.3,0.0,1.0
23391,77493,12.42,35.63,8.77,1.0
23392,77494,16.28,40.11,1.44,7.0
23393,77498,1.08,27.18,4.04,1.0
23396,77504,3.08,20.59,0.74,1.0
23397,77505,7.5,15.69,4.03,3.0
23401,77511,13.92,25.46,0.61,2.0
23408,77521,22.26,17.52,-3.85,3.0
23411,77531,41.28,26.06,7.87,1.0
23412,77532,4.44,24.11,-1.24,1.0
23416,77536,5.11,22.36,-0.83,2.0
23418,77539,23.89,28.27,3.33,1.0
23421,77546,-1.99,28.22,1.57,4.0
23423,77550,19.5,39.26,9.01,1.0
23424,77551,22.33,31.1,2.91,3.0
23431,77565,-15.93,30.27,-0.4,2.0
23432,77566,9.41,17.07,2.53,1.0
23435,77573,17.11,29.85,0.22,8.0
23440,77581,16.53,27.57,3.11,2.0
23442,77584,13.52,24.91,3.06,4.0
23446,77590,0.73,10.57,-0.12,1.0
23447,77591,-7.37,25.22,-1.58,1.0
23449,77598,18.37,21.07,5.53,4.0
23462,77627,28.6,30.85,2.06,1.0
23467,77642,5.77,2.56,3.75,1.0
23480,77701,0.8,1.14,-0.46,1.0
23484,77706,9.92,7.75,0.79,2.0
23486,77708,15.86,16.33,0.16,1.0
23488,77801,52.95,-2.29,6.84,1.0
23489,77802,5.38,21.11,10.58,1.0
23495,77833,26.61,28.08,-1.79,1.0
23499,77840,33.69,16.27,14.65,4.0
23500,77845,11.74,26.5,5.13,2.0
23519,77904,22.44,33.45,2.87,2.0
23556,78006,10.04,26.24,0.13,1.0
23571,78023,24.57,22.05,1.95,1.0
23576,78028,18.37,21.63,1.28,1.0
23580,78041,14.52,23.29,2.42,3.0
23581,78043,14.54,7.69,6.32,1.0
23583,78045,15.78,10.06,-1.18,1.0
23611,78109,12.67,26.43,-3.48,1.0
23624,78130,14.29,29.84,1.48,2.0
23636,78150,15.05,10.15,144.17,1.0
23639,78154,7.87,19.25,-1.48,3.0
23640,78155,13.34,33.58,4.15,1.0
23645,78163,28.11,24.69,1.12,1.0
23647,78201,11.64,21.92,2.74,3.0
23651,78205,98.47,92.57,0.64,3.0
23652,78207,5.03,2.85,5.55,1.0
23654,78209,16.01,30.92,0.38,5.0
23657,78212,32.96,32.8,4.01,1.0
23658,78213,15.69,23.51,0.82,1.0
23660,78215,59.81,33.94,-5.98,1.0
23661,78216,18.18,20.82,0.51,8.0
23663,78218,11.95,19.57,3.39,2.0
23666,78221,3.36,7.15,5.91,1.0
23668,78223,15.23,11.78,4.61,2.0
23669,78224,16.3,13.58,-0.03,1.0
23673,78228,18.47,5.29,1.26,1.0
23674,78229,14.06,18.16,7.45,4.0
23675,78230,11.75,18.23,0.91,5.0
23676,78231,9.71,32.74,6.33,2.0
23677,78232,10.86,25.07,2.95,4.0
23678,78233,3.0,20.98,1.65,1.0
23679,78234,14.11,253.75,4.9,1.0
23681,78236,60.92,10.15,9.92,1.0
23683,78238,17.46,16.21,0.48,2.0
23685,78240,16.99,17.3,0.14,3.0
23688,78244,14.65,8.59,9.96,1.0
23689,78245,20.26,31.65,1.71,2.0
23690,78247,14.47,20.77,5.93,1.0
23691,78248,-0.33,22.91,4.19,1.0
23692,78249,0.12,18.95,-2.3,3.0
23693,78250,15.86,15.98,5.3,3.0
23694,78251,7.22,13.54,9.75,2.0
23696,78253,19.97,31.82,-2.53,2.0
23697,78254,19.95,20.84,1.96,1.0
23699,78256,17.25,22.5,6.71,2.0
23700,78257,10.19,-8.26,-2.85,3.0
23701,78258,-5.65,14.49,3.32,3.0
23702,78259,-4.98,22.33,4.82,2.0
23704,78261,-8.16,13.75,3.6,1.0
23717,78343,13.1,16.48,0.26,1.0
23729,78363,11.75,20.77,-2.75,1.0
23736,78374,9.03,15.63,5.33,1.0
23753,78404,8.93,13.71,0.47,1.0
23760,78411,39.27,6.66,4.55,2.0
23761,78412,9.78,13.95,-5.52,2.0
23763,78414,12.78,17.9,4.78,1.0
23769,78501,16.13,13.35,6.23,2.0
23770,78503,-4.83,10.62,0.65,4.0
23771,78504,6.23,13.67,3.03,3.0
23773,78520,11.32,12.68,-1.24,1.0
23774,78521,14.65,4.23,3.4,1.0
23775,78526,34.88,15.07,11.25,1.0
23780,78539,12.92,28.08,-1.11,2.0
23787,78550,5.2,-0.38,-5.51,2.0
23788,78552,27.81,11.44,0.45,1.0
23801,78570,50.99,14.86,5.98,1.0
23802,78572,15.74,17.28,1.7,1.0
23807,78577,28.45,13.45,0.02,1.0
23824,78596,20.73,17.57,1.42,1.0
23827,78602,10.75,27.21,1.8,1.0
23833,78610,-4.09,32.04,0.88,1.0
23836,78613,24.46,43.18,4.87,5.0
23848,78626,14.99,49.43,9.94,2.0
23849,78628,8.94,36.39,2.54,2.0
23854,78634,9.39,29.42,2.69,1.0
23859,78640,16.45,25.94,5.21,2.0
23860,78641,39.89,50.57,4.14,2.0
23903,67601,19.19,26.79,1.92,2.0
23947,67701,31.25,34.18,5.28,1.0
23988,67846,9.29,32.25,2.52,1.0
24017,67952,35.44,30.95,4.8,1.0
24024,68005,6.16,5.8,1.13,1.0
24026,68008,3.05,-0.7,3.56,1.0
24037,68025,14.22,10.59,-2.56,1.0
24053,68046,17.63,15.19,5.24,4.0
24055,68048,6.9,10.76,-1.57,1.0
24074,68102,46.96,17.49,5.83,1.0
24077,68106,18.91,9.45,0.46,3.0
24078,68107,9.01,-1.5,-2.27,1.0
24084,68114,22.28,4.29,6.48,5.0
24085,68116,13.23,8.78,4.83,3.0
24087,68118,12.59,16.8,2.75,1.0
24088,68122,7.45,5.86,4.81,1.0
24089,68123,13.7,12.8,0.97,3.0
24090,68124,13.97,17.31,0.82,2.0
24091,68127,13.76,10.41,5.79,1.0
24093,68130,10.64,18.61,2.04,3.0
24098,68135,9.53,10.28,7.36,1.0
24100,68137,8.43,8.37,-0.96,3.0
24103,68144,12.17,5.37,1.97,2.0
24106,68154,12.11,15.17,3.59,2.0
24108,68164,5.92,9.56,-1.49,2.0
24113,68305,32.58,29.16,0.11,1.0
24183,68405,12.97,34.45,6.79,1.0
24233,68467,24.65,46.47,3.33,1.0
24236,68504,13.11,13.96,2.96,1.0
24237,68505,20.17,14.75,2.37,1.0
24240,68508,22.28,17.09,1.2,1.0
24241,68510,25.25,4.02,-0.5,1.0
24244,68516,5.82,17.31,-1.42,3.0
24247,68521,14.8,13.3,4.38,1.0
24256,68601,22.36,28.72,1.75,1.0
24298,68701,18.14,28.39,2.48,1.0
24354,68774,208.19,84.77,3.78,1.0
24360,68781,30.1,16.06,-1.22,1.0
24372,68803,10.12,32.56,-0.18,2.0
24403,68845,5.66,29.26,8.9,2.0
24482,68974,116.76,293.85,20.56,1.0
24498,69026,25.68,1079.17,-15.59,1.0
24517,69101,18.72,21.32,1.27,1.0
24552,69162,16.1,10.23,0.5,1.0
24597,69361,23.08,23.05,-2.66,1.0
24601,70001,11.08,9.08,4.68,1.0
24602,70002,3.68,7.92,3.08,2.0
24604,70005,11.33,11.43,5.79,1.0
24605,70006,18.24,9.65,-0.89,1.0
24622,70056,5.06,-1.06,2.11,1.0
24624,70058,-7.99,-11.8,2.97,1.0
24625,70062,16.05,-1.85,2.97,1.0
24626,70065,7.82,-3.43,-0.18,2.0
24627,70067,-7.17,32.79,-4.5,1.0
24631,70072,12.9,0.21,5.17,1.0
24647,70113,-10.71,23.51,8.36,1.0
24649,70115,30.25,46.28,9.39,1.0
24652,70118,10.73,28.83,5.34,1.0
24653,70119,23.6,35.46,12.48,1.0
24656,70123,13.56,3.05,0.18,2.0
24657,70124,38.83,25.51,2.27,1.0
24663,70130,0.53,29.35,5.82,7.0
24667,70301,1.82,29.98,3.06,1.0
24684,70360,3.52,14.21,3.38,1.0
24685,70363,-15.71,17.47,0.13,1.0
24695,70392,3.41,6.82,12.42,1.0
24700,70401,1.51,11.01,2.75,1.0
24702,70403,14.84,-2.3,4.21,1.0
24704,70422,28.97,16.84,7.51,1.0
24707,70431,-15.13,19.73,1.05,1.0
24708,70433,20.05,9.96,1.54,2.0
24720,70448,8.27,8.3,-1.65,1.0
24729,70458,14.94,-0.46,4.42,2.0
24730,70460,8.18,3.0,-0.2,1.0
24731,70461,-3.58,-2.5,2.77,1.0
24737,70471,6.69,5.64,2.93,1.0
24738,70501,-1.38,17.46,1.8,1.0
24739,70503,12.3,11.48,8.13,1.0
24740,70506,7.66,6.32,7.07,1.0
24742,70508,12.67,16.49,7.83,3.0
24750,70518,15.66,19.49,8.65,1.0
24780,70560,1.17,-7.51,3.94,1.0
24797,70601,8.98,32.33,1.4,3.0
24798,70605,13.77,21.35,3.66,2.0
24828,70661,12.36,4.09,12.2,1.0
24830,70663,16.45,20.32,0.11,1.0
24845,70726,16.76,5.46,2.36,2.0
24848,70732,-7.88,-16.38,-22.93,2.0
24852,70737,23.85,11.65,2.94,1.0
24890,70791,15.26,24.02,-3.14,1.0
24891,70801,15.05,10.15,-34.12,1.0
24897,70808,4.63,19.87,5.39,1.0
24898,70809,21.79,24.11,4.1,2.0
24899,70810,11.1,30.44,2.92,2.0
24904,70816,5.07,9.98,2.9,2.0
24905,70817,-3.16,17.65,-5.76,1.0
24909,70836,15.05,10.15,2.14,2.0
24919,71021,15.22,0.43,16.32,1.0
24960,71101,-13.16,18.51,12.6,1.0
24963,71105,0.82,14.01,3.04,3.0
24964,71106,9.84,19.01,-0.29,3.0
24968,71110,35.06,10.15,-3.84,1.0
24969,71111,12.96,17.94,2.28,3.0
24970,71112,3.49,22.35,3.66,1.0
24975,71201,19.27,20.24,-3.4,1.0
24978,71209,15.05,10.15,-68.85,1.0
25010,71270,0.82,32.02,1.27,1.0
25022,71301,-0.02,15.93,1.53,2.0
25200,71854,1.09,18.99,2.69,1.0
25212,71913,11.97,0.3,-0.84,1.0
25257,72014,155.27,-23.02,35.59,1.0
25258,72015,23.97,5.44,0.78,1.0
25264,72022,9.6,8.96,3.11,2.0
25273,72032,1.95,18.47,3.52,3.0
25275,72035,15.05,10.15,inf,1.0
25305,72076,8.56,6.49,2.07,1.0
25316,72099,15.05,10.15,310.96,1.0
25327,72113,-20.25,6.48,-0.82,1.0
25329,72116,1.31,6.04,-5.71,2.0
25353,72143,0.89,31.54,0.62,1.0
25354,72149,15.05,10.15,2.14,1.0
25372,72201,60.23,19.04,15.12,2.0
25373,72202,39.42,11.02,-3.63,2.0
25375,72205,6.0,3.59,1.69,3.0
25377,72207,20.73,21.03,7.82,2.0
25378,72209,11.51,4.1,11.55,1.0
25380,72211,2.6,7.47,2.34,2.0
25381,72212,7.58,7.04,0.54,1.0
25382,72223,22.15,4.4,1.46,2.0
25383,72227,20.92,1.52,-4.28,1.0
25438,72401,17.76,24.34,-0.18,4.0
25579,72653,15.63,5.98,3.21,1.0
25600,72701,6.53,21.52,-6.3,2.0
25601,72703,18.11,15.91,2.93,1.0
25602,72704,23.82,9.63,-3.06,1.0
25603,72712,46.95,33.45,1.59,2.0
25608,72719,25.16,12.99,-7.1,1.0
25628,72756,19.54,5.34,3.8,1.0
25629,72758,18.05,19.45,9.96,3.0
25632,72762,7.8,4.22,7.03,1.0
25640,72802,4.61,25.23,2.31,1.0
25674,72903,6.38,11.31,-1.28,2.0
25704,72956,14.53,7.96,1.43,1.0
25708,73003,5.89,11.25,2.36,1.0
25718,73013,16.85,17.09,0.44,3.0
25724,73019,15.05,10.15,929.88,1.0
25736,73034,18.04,23.1,2.82,3.0
25766,73069,26.61,25.59,2.22,4.0
25768,73072,20.86,23.18,5.7,1.0
25787,73099,14.94,16.82,0.84,2.0
25788,73102,93.92,-1.07,0.47,1.0
25790,73104,70.31,29.48,10.97,1.0
25796,73110,8.91,10.2,2.04,2.0
25798,73112,21.42,10.19,1.51,3.0
25801,73116,18.8,27.02,1.09,2.0
25803,73118,27.63,36.11,3.64,2.0
25809,73128,25.3,22.28,-3.41,1.0
25813,73132,15.02,6.24,2.61,3.0
25814,73134,-8.58,9.99,4.25,2.0
25818,73142,16.66,18.53,2.41,1.0
25819,73145,78.13,10.15,-21.35,1.0
25823,73159,9.71,7.29,1.19,1.0
25824,73160,15.75,18.21,0.97,3.0
25831,73401,21.63,27.82,1.05,1.0
25862,73503,40.64,-28.31,-4.67,1.0
25863,73505,8.37,12.99,2.96,2.0
25941,73703,20.85,22.79,-6.44,1.0
26025,74006,11.48,19.58,0.27,1.0
26028,74011,15.63,13.42,1.94,1.0
26029,74012,8.34,11.88,0.94,3.0
26045,74033,8.9,24.42,1.83,1.0
26064,74055,9.12,13.22,3.93,3.0
26071,74063,7.43,11.96,2.52,1.0
26079,74075,8.36,6.39,-0.77,1.0
26088,74103,-24.93,10.15,8.82,1.0
26090,74105,16.12,44.51,7.93,1.0
26095,74112,11.43,15.58,3.85,2.0
26096,74114,-3.66,19.52,-1.73,1.0
26097,74115,4.88,0.51,0.43,2.0
26108,74132,14.58,10.47,2.37,2.0
26109,74133,9.37,6.25,2.63,7.0
26111,74135,19.74,12.38,2.74,3.0
26112,74136,15.76,15.75,0.25,1.0
26113,74137,4.37,7.74,-0.59,2.0
26116,74301,1.77,26.58,4.14,1.0
26149,74422,-14.56,-23.3,-14.56,1.0
26190,74521,37.7,11.97,3.59,1.0
26279,74804,13.2,22.64,3.96,1.0
26355,75001,30.82,19.97,6.3,2.0
26356,75002,10.94,39.42,2.63,4.0
26357,75006,7.98,24.92,2.02,1.0
26358,75007,7.48,33.13,3.7,3.0
26360,75010,9.07,47.9,2.83,2.0
26361,75013,5.02,39.28,2.63,6.0
26362,75019,13.36,39.03,8.56,2.0
26365,75022,13.6,22.46,6.82,1.0
26366,75023,15.17,35.9,5.09,2.0
26367,75024,8.2,35.93,4.95,2.0
26368,75025,10.57,32.85,5.12,1.0
26369,75028,11.37,30.92,7.76,9.0
26370,75032,15.5,31.87,2.75,1.0
26371,75034,8.55,37.02,2.28,11.0
26372,75035,33.44,55.4,1.82,3.0
26373,75038,20.59,38.64,-4.01,1.0
26374,75039,44.73,17.22,-2.43,1.0
26375,75040,11.97,18.02,4.08,4.0
26376,75041,20.92,14.04,-3.18,2.0
26378,75043,9.39,26.65,2.33,1.0
26379,75044,1.06,30.42,3.98,1.0
26380,75048,15.32,16.97,0.46,1.0
26381,75050,33.15,14.2,-0.95,1.0
26383,75052,17.36,19.26,5.94,5.0
26385,75056,3.4,50.48,6.76,4.0
26386,75057,13.55,31.06,3.51,2.0
26390,75062,17.95,13.77,-0.98,2.0
26391,75063,38.83,26.27,0.2,4.0
26392,75065,5.47,14.55,7.88,1.0
26393,75067,17.98,31.64,4.38,3.0
26394,75068,24.88,53.53,5.23,3.0
26395,75069,25.0,40.91,8.57,1.0
26396,75070,0.39,51.03,4.32,6.0
26397,75071,29.66,62.62,0.05,1.0
26398,75074,15.51,42.7,3.36,3.0
26399,75075,-1.53,35.66,-0.03,6.0
26402,75078,25.09,27.95,0.1,2.0
26403,75080,19.95,49.88,-1.45,5.0
26404,75081,16.55,30.13,1.17,2.0
26405,75082,3.84,29.3,-0.1,2.0
26406,75087,22.83,25.63,-1.33,6.0
26407,75088,20.23,33.2,10.96,2.0
26408,75089,17.49,24.02,9.59,1.0
26409,75090,3.24,15.49,3.25,1.0
26410,75092,13.64,32.99,0.69,2.0
26411,75093,10.17,23.47,6.82,9.0
26412,75094,17.49,32.1,5.0,1.0
26413,75098,21.57,30.02,0.21,4.0
26417,75104,9.47,17.58,1.21,2.0
26422,75115,13.03,12.91,0.41,2.0
26423,75116,-7.43,16.11,0.5,1.0
26425,75119,23.38,12.0,2.56,1.0
26428,75126,11.71,26.7,0.18,2.0
26442,75149,-0.65,14.85,-1.22,1.0
26443,75150,12.08,13.18,-3.25,2.0
26452,75160,15.3,9.69,4.42,1.0
26456,75165,12.78,22.13,4.07,2.0
26466,75201,51.83,-2.45,1.85,5.0
26467,75202,9.17,37.39,-5.75,2.0
26469,75204,32.37,48.71,8.79,4.0
26470,75205,22.91,26.33,7.25,6.0
26471,75206,32.63,45.12,5.49,5.0
26472,75207,-4.61,10.15,6.24,1.0
26473,75208,49.24,107.92,7.86,1.0
26474,75209,11.98,45.65,3.98,3.0
26476,75211,14.55,10.03,2.43,1.0
26478,75214,33.6,44.6,1.74,4.0
26482,75218,19.84,38.02,9.79,1.0
26483,75219,28.73,25.55,7.26,4.0
26484,75220,30.77,57.4,10.5,4.0
26487,75225,31.86,28.07,3.52,4.0
26492,75230,30.57,33.78,3.16,3.0
26493,75231,16.82,36.31,6.65,4.0
26496,75234,20.12,22.13,4.08,1.0
26497,75235,20.04,25.21,20.12,3.0
26498,75236,29.07,23.49,2.25,1.0
26499,75237,-1.43,9.17,2.43,1.0
26501,75240,33.89,37.15,-2.02,5.0
26503,75243,7.2,26.18,4.8,3.0
26504,75244,22.2,45.53,3.44,1.0
26505,75246,-29.67,52.93,25.83,1.0
26506,75247,-22.7,10.15,-0.76,1.0
26507,75248,16.65,48.0,0.13,2.0
26510,75252,12.75,28.37,-1.64,1.0
26512,75254,10.88,70.24,-3.92,1.0
26514,75287,3.18,23.47,2.31,2.0
26517,75402,12.21,16.9,-0.78,1.0
26559,75460,11.46,4.34,4.54,1.0
26589,75503,3.38,15.24,-3.46,1.0
26615,75605,17.16,17.44,-0.71,3.0
26649,75701,16.73,18.84,3.01,1.0
26650,75702,2.1,22.19,1.36,1.0
26651,75703,13.53,18.67,0.5,3.0
26654,75706,45.55,31.45,8.5,1.0
26679,75783,31.01,22.7,2.65,1.0
26713,75901,22.25,19.06,0.43,1.0
26744,75965,29.12,20.58,5.1,2.0
26759,76006,5.27,26.34,4.18,1.0
26762,76010,13.46,8.99,2.5,1.0
26763,76011,14.04,3.76,12.48,1.0
26764,76012,0.64,16.51,-4.12,1.0
26765,76013,12.66,22.92,0.17,3.0
26767,76015,20.22,16.37,0.24,3.0
26768,76016,-0.86,19.97,1.74,2.0
26769,76017,4.74,21.77,4.06,1.0
26770,76018,2.24,10.48,8.24,3.0
26773,76022,-1.28,19.01,5.42,1.0
26775,76028,10.77,30.43,1.06,4.0
26777,76033,6.05,16.99,-0.61,1.0
26778,76034,9.43,22.99,5.08,2.0
26780,76036,15.64,28.72,4.59,1.0
26781,76039,16.24,28.86,5.92,2.0
26782,76040,22.84,21.14,6.84,1.0
26786,76048,6.45,26.34,1.67,1.0
26787,76049,7.49,18.75,-2.24,2.0
26789,76051,12.66,35.17,0.74,8.0
26791,76053,16.72,22.21,2.05,5.0
26792,76054,2.52,33.03,-5.12,1.0
26798,76063,4.6,28.22,5.55,7.0
26800,76065,14.55,34.91,1.71,1.0
26811,76086,37.05,8.07,3.19,2.0
26812,76087,16.7,26.59,3.05,1.0
26814,76092,25.64,33.57,2.75,3.0
26816,76102,58.08,11.41,14.66,3.0
26818,76104,33.01,18.85,-4.23,3.0
26821,76107,31.09,52.59,4.93,5.0
26822,76108,9.47,22.66,-1.64,1.0
26823,76109,30.9,50.12,-3.4,2.0
26829,76116,13.87,46.3,4.88,2.0
26832,76119,19.45,16.86,-3.66,1.0
26835,76126,14.8,38.5,1.23,1.0
26838,76131,16.2,25.27,2.84,1.0
26839,76132,11.11,24.52,1.74,5.0
26840,76133,2.24,12.01,0.12,2.0
26841,76134,-1.52,13.3,-2.52,1.0
26842,76135,25.12,32.79,0.03,2.0
26843,76137,5.12,14.94,-0.88,1.0
26845,76148,14.3,22.11,2.39,3.0
26846,76155,36.78,10.15,-9.33,1.0
26848,76177,16.47,27.41,13.03,4.0
26849,76179,20.05,24.08,1.62,1.0
26850,76180,8.13,20.71,-1.12,1.0
26851,76182,9.62,33.87,4.1,3.0
26852,76201,27.42,19.89,16.2,4.0
26853,76205,14.38,25.52,4.11,2.0
26854,76207,3.29,34.06,10.44,1.0
26855,76208,17.14,47.98,4.53,1.0
26857,76210,8.55,29.1,9.11,1.0
26859,76226,13.58,21.08,7.86,2.0
26860,76227,22.55,34.85,7.18,1.0
26864,76234,12.26,19.99,-0.68,1.0
26867,76240,7.87,36.73,4.69,1.0
26868,76244,13.87,36.83,1.48,2.0
26871,76248,13.21,31.73,5.17,2.0
26881,76262,36.5,68.28,1.42,1.0
26895,76308,10.06,9.94,1.68,2.0
26919,76401,26.43,21.03,-4.17,1.0
26954,76471,51.4,-7.36,-9.36,1.0
26967,76502,7.85,17.56,-4.77,1.0
26968,76504,6.73,8.0,-3.81,3.0
26971,76513,9.02,18.47,-1.97,1.0
26975,76522,1.89,11.64,2.83,1.0
26978,76525,41.14,-4.84,-0.65,1.0
26987,76541,0.14,2.21,2.25,1.0
26988,76542,8.16,12.96,4.83,1.0
26991,76548,17.37,10.97,10.69,2.0
26992,76549,7.37,13.16,6.67,1.0
27036,76645,44.0,8.16,0.77,1.0
27072,76705,12.1,16.36,-0.43,1.0
27073,76706,29.57,20.82,-4.57,1.0
27076,76710,14.93,11.35,0.89,2.0
27077,76711,35.23,10.1,-0.98,2.0
27078,76712,9.41,20.07,0.7,1.0
27079,76798,15.05,10.15,inf,1.0
27080,76801,14.6,21.76,2.56,1.0
27127,76901,22.26,33.22,4.94,1.0
27128,76903,11.18,37.77,7.45,1.0
27129,76904,13.4,31.79,-0.89,1.0
27151,77002,0.4,9.17,3.2,8.0
27153,77004,48.14,29.71,-11.14,1.0
27154,77005,28.89,45.32,1.0,4.0
27155,77006,35.31,38.94,2.25,2.0
27156,77007,43.83,39.97,2.41,5.0
27157,77008,59.51,52.6,5.11,2.0
27159,77010,369.99,10.15,17.11,3.0
27160,77011,14.54,9.43,7.53,1.0
27166,77017,34.58,10.6,8.88,1.0
27167,77018,55.88,94.56,-0.3,2.0
27168,77019,30.41,49.89,3.14,3.0
27173,77024,10.25,56.27,-1.93,9.0
27174,77025,18.92,44.38,6.11,4.0
27176,77027,18.2,52.49,1.39,4.0
27179,77030,13.25,16.08,1.22,4.0
27180,77031,16.73,18.04,-1.01,1.0
27181,77032,37.46,3.53,-4.93,3.0
27183,77034,13.41,12.66,-5.15,1.0
27184,77035,11.38,47.65,9.22,1.0
27186,77037,12.87,9.18,14.83,1.0
27189,77040,6.16,29.04,5.12,1.0
27190,77041,19.84,30.27,7.68,1.0
27191,77042,-0.35,22.18,-3.9,4.0
27193,77044,22.84,41.81,7.5,2.0
27195,77046,3.31,12.09,1.02,1.0
27196,77047,36.66,32.71,-2.42,1.0
27198,77049,9.46,40.54,4.77,1.0
27202,77054,28.07,12.48,8.37,1.0
27203,77055,18.13,113.46,6.89,2.0
27204,77056,22.78,15.31,-2.78,8.0
27205,77057,5.39,47.95,-5.12,2.0
27206,77058,9.43,16.21,-3.26,2.0
27208,77060,8.71,7.6,4.33,1.0
27209,77061,13.56,2.38,0.12,1.0
27210,77062,5.59,23.14,-2.59,2.0
27211,77063,-1.76,15.86,-3.21,3.0
27212,77064,9.11,14.61,3.09,3.0
27213,77065,-3.3,11.52,4.91,5.0
27217,77069,-0.68,13.93,-0.28,4.0
27218,77070,-3.09,15.9,-1.82,5.0
27220,77072,13.99,4.81,4.08,1.0
27223,77075,9.68,17.98,5.41,2.0
27225,77077,9.15,40.24,2.2,5.0
27227,77079,8.27,56.96,-4.26,4.0
27228,77080,22.94,48.03,8.11,1.0
27229,77081,7.76,50.61,1.01,2.0
27230,77082,8.44,18.05,4.98,1.0
27231,77083,-4.98,13.4,3.87,1.0
27232,77084,5.99,17.95,1.92,4.0
27235,77087,-6.04,6.15,2.45,1.0
27237,77089,8.88,20.41,2.47,1.0
27238,77090,-0.68,1.13,-2.32,2.0
27240,77092,13.67,31.62,2.15,2.0
27242,77094,13.26,41.64,3.65,3.0
27243,77095,1.59,20.66,5.59,1.0
27244,77096,-3.67,39.4,0.51,3.0
27245,77098,13.9,21.15,2.61,2.0
27251,77304,12.04,34.38,-2.39,3.0
27254,77318,-17.35,26.95,-2.93,1.0
27263,77338,13.59,31.24,1.84,4.0
27264,77339,-1.95,23.26,-1.46,3.0
27265,77340,10.15,34.14,6.27,4.0
27267,77345,7.55,19.87,-0.71,2.0
27268,77346,19.52,22.81,-0.7,5.0
27271,77354,11.35,27.73,6.2,2.0
27273,77356,4.37,26.21,1.7,1.0
27281,77365,26.84,72.39,5.11,1.0
27289,77375,21.45,25.41,3.29,2.0
27291,77377,5.52,32.06,1.84,3.0
27293,77379,0.29,26.71,6.38,6.0
27294,77380,2.58,52.72,9.98,8.0
27295,77381,3.48,37.64,6.03,5.0
27296,77382,6.2,36.61,0.15,2.0
27297,77384,3.8,36.75,1.04,2.0
27299,77386,32.8,38.96,1.86,2.0
27300,77388,7.18,21.85,1.99,5.0
27302,77396,13.14,37.11,10.98,2.0
27303,77401,36.61,55.43,3.44,1.0
27304,77406,1.25,41.35,-3.1,1.0
27305,77407,17.38,35.34,1.85,2.0
27317,77429,9.15,23.27,2.36,5.0
27320,77433,18.38,49.45,3.46,3.0
27326,77441,55.39,18.11,-3.8,1.0
27334,77449,19.31,25.18,2.47,5.0
27335,77450,-1.63,37.55,5.23,4.0
27351,93514,0.99,-8.75,-0.44,2.0
27358,93524,15.05,10.15,50.41,1.0
27366,93534,9.86,11.04,3.71,2.0
27367,93535,-4.05,15.93,4.16,1.0
27368,93536,4.36,10.99,5.36,3.0
27373,93546,2.5,-37.95,4.26,2.0
27375,93550,2.52,23.81,6.29,1.0
27376,93551,16.56,12.06,9.01,5.0
27377,93552,9.51,14.58,10.18,3.0
27380,93555,6.44,-8.24,1.4,2.0
27382,93560,2.46,5.24,11.69,1.0
27383,93561,12.23,1.28,-1.03,2.0
27396,93610,13.9,0.83,-0.46,1.0
27397,93611,8.11,7.93,4.2,5.0
27398,93612,7.71,-3.34,1.66,5.0
27402,93618,4.38,0.89,0.33,1.0
27409,93625,10.73,2.93,4.51,1.0
27413,93630,3.33,-6.19,-1.98,1.0
27414,93631,11.13,12.59,7.64,1.0
27417,93635,3.07,42.23,5.63,3.0
27419,93637,6.58,-5.15,5.41,3.0
27420,93638,3.57,11.01,4.49,1.0
27424,93644,16.21,-0.72,3.77,2.0
27433,93654,-6.79,0.24,3.27,1.0
27435,93657,5.95,9.5,7.46,1.0
27437,93662,-3.32,-17.68,1.24,1.0
27449,93704,12.27,-8.89,4.39,2.0
27450,93705,11.21,-8.69,-1.4,1.0
27452,93710,13.34,-3.51,6.16,7.0
27453,93711,2.66,-2.5,7.97,3.0
27454,93720,8.16,-3.16,4.45,7.0
27455,93721,29.77,-22.79,9.46,3.0
27456,93722,-1.0,1.03,2.17,3.0
27458,93725,13.8,6.58,5.4,1.0
27459,93726,6.2,-7.39,-1.45,2.0
27460,93727,21.71,7.97,2.21,3.0
27461,93728,6.79,-6.8,-2.26,1.0
27462,93730,-1.17,13.61,5.18,1.0
27463,93901,17.68,9.57,3.97,3.0
27464,93905,23.5,23.16,2.41,3.0
27465,93906,12.74,10.9,4.52,4.0
27466,93907,2.47,3.67,7.63,3.0
27470,93923,3.69,12.45,-5.04,2.0
27473,93926,8.72,10.35,1.01,1.0
27476,93930,-12.31,21.01,12.09,1.0
27478,93933,21.76,10.79,1.48,3.0
27479,93940,25.25,5.18,0.27,6.0
27481,93950,16.38,12.03,-1.6,1.0
27484,93955,5.5,-12.79,5.99,4.0
27485,93960,8.69,20.83,-2.53,1.0
27487,94002,34.36,53.67,-1.95,3.0
27489,94010,43.52,100.0,0.04,4.0
27490,94014,25.82,18.2,8.78,3.0
27491,94015,15.73,26.23,2.85,5.0
27492,94019,25.42,21.97,3.55,1.0
27495,94022,38.02,100.0,1.85,2.0
27496,94024,42.94,100.0,-1.85,1.0
27497,94025,36.1,95.06,-4.12,6.0
27500,94030,43.51,34.36,2.56,2.0
27503,94040,38.14,69.05,-0.84,7.0
27504,94041,51.0,62.5,2.57,1.0
27505,94043,37.22,54.26,-2.1,3.0
