,Zip,Household Income Change,Median Home Value Change,% Bachelors+ Change,Store Count
9671,29055,8.55,15.89,3.23,1.0
9675,29061,2.42,5.34,5.11,1.0
9677,29063,10.17,10.08,5.59,1.0
9682,29072,9.4,4.82,0.17,3.0
9721,29150,2.19,11.35,1.46,1.0
9732,29169,-1.62,5.28,3.11,1.0
9734,29172,11.93,5.46,7.07,2.0
9738,29201,21.95,-1.28,-7.8,2.0
9740,29203,-0.86,5.86,-1.24,1.0
9742,29205,23.47,6.8,2.17,2.0
9743,29206,16.36,7.48,3.83,2.0
9746,29209,12.72,0.14,3.66,2.0
9748,29212,9.4,3.19,4.18,3.0
9751,29229,8.78,2.76,3.5,3.0
9752,29301,-0.59,3.76,2.62,2.0
9753,29302,6.6,2.04,3.98,1.0
9754,29303,20.4,4.6,0.63,1.0
9773,29341,3.46,35.48,3.49,1.0
9775,29349,24.35,13.74,8.24,1.0
9779,29356,5.82,5.33,4.93,1.0
9797,29401,50.92,9.72,-4.18,1.0
9798,29403,62.8,28.42,12.71,3.0
9801,29406,-0.93,8.75,2.53,3.0
9802,29407,21.17,17.91,7.97,5.0
9805,29412,30.1,11.52,3.99,2.0
9807,29418,-11.74,9.61,4.58,2.0
9810,29424,2262.2,-80.54,,1.0
9830,29455,28.36,20.34,11.28,1.0
9834,29464,24.99,26.78,9.56,4.0
9835,29466,23.34,18.87,-1.51,3.0
9847,29483,18.37,19.9,1.1,1.0
9848,29485,7.41,4.66,-0.17,2.0
9853,29501,3.05,14.78,3.07,2.0
9890,29572,-0.51,1.69,1.08,3.0
9892,29575,21.38,-2.68,-0.31,1.0
9893,29576,18.76,-1.01,3.61,1.0
9894,29577,14.46,7.04,6.66,5.0
9895,29579,15.02,1.63,10.75,2.0
9898,29582,21.05,3.78,1.29,1.0
9901,29585,27.84,0.66,-0.01,1.0
9902,29588,10.79,-0.76,3.37,1.0
9909,29601,55.86,35.49,6.2,2.0
9910,29605,22.66,13.94,0.02,2.0
9911,29607,17.59,19.63,0.96,5.0
9912,29609,19.39,22.93,4.27,1.0
9916,29615,20.34,18.25,-2.04,2.0
9919,29621,9.17,7.02,5.44,2.0
9926,29631,20.92,20.23,-12.28,2.0
9927,29634,15.05,10.15,50.82,2.0
9932,29642,13.31,7.26,4.52,1.0
9937,29649,-2.45,9.79,1.35,2.0
9938,29650,10.61,15.54,-1.08,1.0
9939,29651,15.51,9.39,1.9,1.0
9954,29671,7.68,10.8,-1.01,1.0
9958,29678,8.13,24.89,-1.8,1.0
9959,29680,14.29,11.9,6.7,2.0
9966,29687,5.03,12.54,2.76,1.0
9972,29696,-6.81,47.47,-2.51,1.0
9977,29707,41.22,30.24,-1.76,1.0
9978,29708,23.0,14.94,-2.28,2.0
9983,29715,14.32,31.82,1.15,1.0
9992,29730,19.15,14.27,4.15,1.0
9993,29732,7.2,8.82,4.69,3.0
9999,29801,17.28,21.84,4.34,1.0
10000,29803,4.64,12.37,2.32,2.0
10021,29841,5.44,15.26,0.42,1.0
10035,29902,6.68,-13.69,10.84,1.0
10041,29910,24.32,15.52,5.07,4.0
10052,29926,2.73,-2.78,8.25,1.0
10054,29928,8.45,0.12,-1.41,3.0
10067,30004,14.38,18.5,0.86,4.0
10068,30005,12.49,11.14,3.51,2.0
10070,30009,23.42,31.27,4.91,1.0
10073,30013,8.91,3.09,10.87,2.0
10077,30019,15.99,10.54,3.11,3.0
10079,30022,3.91,17.45,3.88,10.0
10080,30024,6.05,11.62,1.01,6.0
10083,30030,21.53,31.25,-6.47,2.0
10085,30033,31.21,11.18,0.42,1.0
10086,30034,2.97,-19.51,8.79,1.0
10090,30040,14.23,16.52,1.5,2.0
10091,30041,19.61,15.1,1.0,3.0
10092,30043,10.48,2.93,2.69,4.0
10093,30044,10.98,-0.97,-2.55,1.0
10094,30045,10.68,4.59,-2.4,1.0
10096,30047,1.03,2.01,2.82,1.0
10097,30052,3.37,4.86,5.47,2.0
10102,30060,18.94,-2.98,4.44,2.0
10103,30062,13.31,17.73,0.94,3.0
10104,30064,15.43,15.28,0.72,3.0
10105,30066,15.42,14.99,1.19,2.0
10106,30067,14.3,33.13,4.31,2.0
10107,30068,14.96,16.48,1.86,3.0
10111,30075,17.46,15.62,1.5,4.0
10112,30076,4.85,13.92,2.88,2.0
10113,30078,2.94,6.27,1.6,2.0
10115,30080,31.46,21.33,2.93,4.0
10118,30084,22.54,-1.78,2.7,3.0
10119,30087,3.64,-0.66,4.08,1.0
10121,30092,11.35,13.35,5.48,3.0
10122,30093,14.6,-8.13,-0.39,1.0
10124,30096,6.07,3.69,3.33,4.0
10125,30097,2.48,5.98,8.44,6.0
10126,30101,17.67,17.16,5.01,2.0
10131,30106,3.55,-7.34,-5.8,1.0
10136,30114,24.48,14.46,1.21,4.0
10137,30115,27.73,18.12,3.32,1.0
10139,30117,13.71,-5.11,-0.86,1.0
10140,30118,15.05,10.15,-42.71,1.0
10141,30120,20.32,1.09,3.85,2.0
10142,30121,21.44,-1.51,0.84,1.0
10148,30132,6.42,15.53,4.09,1.0
10150,30135,18.01,2.36,3.17,2.0
10153,30141,9.99,12.26,12.07,2.0
10154,30143,25.98,14.7,4.97,1.0
10155,30144,11.22,6.88,-2.62,8.0
10160,30152,15.5,12.47,4.22,2.0
10162,30157,4.64,8.6,1.02,1.0
10163,30161,3.82,12.82,0.45,2.0
10181,30188,11.59,21.92,4.41,3.0
10182,30189,15.36,14.09,4.36,3.0
10186,30213,-8.43,-5.65,-3.06,1.0
10187,30214,8.8,4.03,3.55,4.0
10194,30223,5.77,4.59,7.2,1.0
10203,30241,8.56,2.94,4.77,1.0
10208,30253,7.92,-4.2,6.29,3.0
10215,30265,19.28,6.12,5.12,4.0
10217,30269,6.2,14.55,3.96,5.0
10223,30281,2.71,-3.79,0.23,1.0
10237,30303,-35.3,-33.87,-26.28,5.0
10238,30305,21.37,15.14,-2.91,3.0
10240,30307,33.09,13.88,8.47,3.0
10241,30308,20.35,2.35,7.3,4.0
10242,30309,23.57,10.64,-0.96,3.0
10246,30313,70.82,-0.35,-0.55,2.0
10247,30314,19.43,-19.31,0.04,1.0
10249,30316,53.84,24.77,4.8,1.0
10251,30318,23.75,6.9,7.4,1.0
10252,30319,24.7,17.11,1.93,2.0
10253,30322,15.05,10.15,inf,1.0
10254,30324,14.47,12.21,3.49,4.0
10255,30326,4.13,-7.77,11.06,5.0
10256,30327,18.78,13.18,4.92,1.0
10257,30328,9.48,6.59,0.87,4.0
10258,30329,24.31,10.11,-0.42,4.0
10259,30331,9.2,-9.24,7.18,1.0
10264,30338,23.51,9.58,-0.89,2.0
10265,30339,31.1,-7.82,3.77,4.0
10268,30342,19.6,22.84,-0.53,4.0
10269,30344,0.76,-13.45,5.7,2.0
10271,30346,66.77,9.08,10.17,3.0
10273,30350,17.78,-2.61,2.92,1.0
10276,30363,-8.56,-4.53,-10.7,2.0
10310,30458,33.19,-0.28,14.64,1.0
10311,30460,15.05,10.15,inf,1.0
10321,30501,35.61,-1.81,5.96,3.0
10323,30506,19.96,0.82,2.02,1.0
10325,30510,17.04,0.91,1.05,1.0
10327,30512,8.07,-0.3,2.13,1.0
10328,30513,41.83,0.11,2.24,1.0
10331,30518,11.56,19.14,1.89,1.0
10332,30519,14.16,7.93,0.87,2.0
10336,30523,6.89,-2.12,1.73,1.0
10337,30525,26.6,-4.0,8.8,1.0
10339,30528,21.61,-3.43,1.92,1.0
10340,30529,20.27,-2.77,-0.52,1.0
10342,30531,36.34,-3.34,-1.31,1.0
10343,30533,18.58,13.27,-0.53,1.0
10344,30534,21.73,11.86,3.27,1.0
10349,30540,42.04,25.26,2.41,2.0
10351,30542,7.32,9.92,4.86,2.0
10354,30546,21.73,9.86,0.58,1.0
10357,30549,13.89,11.63,5.09,1.0
10370,30566,27.08,-2.78,13.95,1.0
10381,30601,15.48,-18.13,7.03,2.0
10383,30605,9.28,5.19,9.25,2.0
10384,30606,14.01,7.04,7.68,2.0
10388,30620,5.24,6.69,-1.79,1.0
10398,30631,27.06,15.48,10.74,1.0
10399,30633,26.44,-9.88,-1.74,1.0
10405,30646,24.04,20.68,6.33,1.0
10424,30701,1.35,-0.9,4.06,1.0
10430,30720,12.58,0.25,-1.86,1.0
10431,30721,10.93,-5.9,5.08,1.0
10460,30809,11.22,8.97,0.31,3.0
10480,30905,29.01,58.83,-4.6,2.0
10482,30907,5.81,3.77,7.15,3.0
10483,30909,19.49,1.19,0.38,7.0
10488,31005,9.94,4.9,-3.44,1.0
10502,31021,-0.48,15.62,2.74,2.0
10512,31032,5.87,-9.72,-0.33,1.0
10534,31061,8.73,-2.18,1.66,2.0
10562,31093,16.68,-5.15,3.89,2.0
10571,31210,5.26,-0.21,0.22,2.0
10587,31314,15.05,10.15,12.08,1.0
10593,31322,13.4,10.38,6.34,1.0
10595,31324,1.98,11.37,0.81,1.0
10596,31326,1.55,0.69,6.8,1.0
10601,31401,56.31,36.31,4.06,3.0
10602,31404,20.55,-0.78,6.98,2.0
10603,31405,14.81,12.42,5.02,2.0
10604,31406,11.35,-0.34,-0.01,3.0
10606,31408,21.25,26.6,13.27,2.0
10608,31410,15.98,0.16,-0.07,1.0
10611,31419,13.08,-3.83,5.93,2.0
10612,31501,12.71,-5.29,2.85,1.0
10620,31520,0.28,-11.29,3.3,1.0
10621,31522,2.82,-3.88,1.04,1.0
10622,31523,-9.03,-12.43,7.64,1.0
10624,31525,3.41,3.2,1.87,2.0
10657,31601,-3.22,8.01,7.59,1.0
10658,31602,3.6,-7.8,-2.75,1.0
10686,31698,15.05,10.15,668.0,1.0
10690,31707,5.67,3.12,0.3,2.0
10727,31788,3.86,38.12,3.85,1.0
10733,31794,21.64,8.29,4.07,1.0
10750,31820,0.74,-1.16,9.67,1.0
10766,31904,7.75,12.67,0.86,2.0
10767,31905,11.34,10.15,16.99,2.0
10770,31909,6.87,1.71,-1.7,1.0
10771,32003,1.64,-1.73,10.39,2.0
10779,32034,10.94,8.64,4.02,1.0
10788,32055,18.48,-4.93,4.49,1.0
10794,32063,46.06,3.26,12.25,1.0
10801,32073,10.19,-5.87,3.2,1.0
10803,32080,28.9,2.98,0.05,1.0
10805,32082,21.14,3.99,0.71,2.0
10807,32084,23.0,13.68,4.06,2.0
10811,32092,9.89,5.67,6.67,1.0
10813,32095,21.44,49.51,-2.01,1.0
10815,32097,20.27,12.18,1.58,2.0
10820,32114,10.5,-27.44,13.15,3.0
10822,32118,6.21,4.57,1.19,2.0
10825,32127,5.4,-6.29,-0.12,2.0
10834,32137,11.31,-0.74,0.07,1.0
10842,32159,9.82,-1.13,0.01,2.0
10843,32162,15.45,18.66,-0.69,1.0
10844,32164,10.58,0.87,6.61,1.0
10847,32174,8.55,2.01,0.72,1.0
10848,32176,7.56,-8.24,1.64,1.0
10859,32204,23.83,-8.57,1.44,1.0
10862,32207,14.44,-6.37,-0.2,2.0
10865,32210,-2.05,-15.65,1.52,1.0
10866,32211,-2.4,-14.73,-1.36,1.0
10869,32217,-12.21,-11.77,5.2,1.0
10870,32218,3.13,-2.66,5.07,5.0
10874,32222,-4.99,4.61,3.35,2.0
10875,32223,3.62,7.64,0.84,1.0
10876,32224,23.23,3.95,5.12,4.0
10877,32225,15.22,-1.12,1.91,4.0
10883,32244,8.89,-13.83,3.74,1.0
10884,32246,3.26,0.0,6.87,5.0
10885,32250,30.7,20.78,4.87,2.0
10887,32256,11.68,9.62,3.58,5.0
10888,32257,4.7,-2.06,6.78,2.0
10889,32258,1.46,1.98,3.94,1.0
10890,32259,16.22,3.57,2.4,1.0
10891,32266,43.41,12.51,-5.56,1.0
10893,32301,12.83,-3.67,7.92,4.0
10894,32303,10.58,-8.02,6.72,2.0
10895,32304,30.41,-9.95,10.27,3.0
10898,32309,-3.96,2.35,3.1,2.0
10901,32312,5.23,-3.55,0.97,1.0
10933,32404,-1.98,-0.64,0.62,1.0
10934,32405,-0.52,-0.41,4.93,1.0
10939,32413,13.94,4.16,4.57,3.0
10959,32444,7.39,-6.05,2.26,1.0
10977,32503,11.99,0.13,-5.06,2.0
10978,32504,5.48,-2.56,-14.06,1.0
10980,32506,15.53,-14.13,6.07,1.0
10982,32508,-24.55,10.15,12.29,2.0
10985,32514,6.31,-6.97,-7.8,3.0
10990,32534,11.94,-10.0,14.08,1.0
10992,32536,22.47,2.78,-1.56,1.0
10994,32541,19.65,10.6,3.07,2.0
10995,32542,40.62,68.74,1.03,1.0
10998,32548,12.35,3.41,3.1,2.0
10999,32550,-2.84,-6.58,-7.11,2.0
11000,32561,25.44,14.07,0.32,1.0
11001,32563,9.71,3.27,3.94,1.0
11007,32569,3.9,-2.23,-6.92,2.0
11009,32571,12.06,4.24,-0.12,1.0
11015,32601,16.18,0.07,11.52,2.0
11017,32605,7.1,-10.6,2.94,3.0
11018,32606,19.95,-5.12,-1.49,2.0
11020,32608,25.31,7.39,10.71,1.0
11046,32669,29.35,2.42,-5.62,1.0
11056,32701,19.4,-8.26,3.86,3.0
11058,32703,3.86,2.93,0.61,2.0
11059,32707,7.96,-7.94,4.87,3.0
11060,32708,-0.07,3.24,9.55,1.0
11064,32714,3.83,-3.44,5.05,3.0
11065,32720,1.39,2.42,2.5,1.0
11075,32746,6.94,0.49,7.81,2.0
11077,32751,-7.11,-3.95,-3.22,1.0
11079,32757,20.15,11.12,5.52,2.0
11081,32763,16.94,-12.47,1.78,2.0
11083,32765,8.65,3.25,4.23,4.0
11090,32779,9.66,-7.59,1.9,1.0
11091,32780,8.07,-4.3,6.94,2.0
11093,32789,22.05,12.81,4.92,2.0
11094,32792,25.14,-2.51,10.68,3.0
11097,32801,32.37,16.24,4.54,2.0
11098,32803,14.2,6.18,5.44,2.0
11099,32804,24.77,13.27,-0.01,1.0
11101,32806,8.98,-1.42,3.42,2.0
11104,32809,13.16,-4.33,5.77,3.0
11106,32811,2.05,-20.59,3.49,1.0
11107,32812,2.16,-0.05,11.74,1.0
11111,32819,5.25,-0.94,7.39,10.0
11113,32821,24.59,4.42,5.53,4.0
11114,32822,-1.44,-9.8,6.84,1.0
11116,32825,6.13,-3.97,6.25,1.0
11117,32826,11.98,2.67,-20.03,1.0
11118,32827,5.0,15.03,0.97,4.0
11119,32828,4.72,-1.64,13.12,3.0
11121,32830,15.05,10.15,45.42,5.0
11125,32835,4.2,-4.24,7.73,1.0
11127,32837,4.89,-8.22,5.57,3.0
11128,32839,4.26,-19.04,3.14,4.0
11130,32903,15.23,13.43,9.38,1.0
11131,32904,21.58,11.02,-1.37,4.0
11132,32905,6.53,1.93,-4.99,1.0
11141,32931,15.82,6.81,1.22,2.0
11143,32935,11.64,1.14,-0.18,2.0
11144,32937,16.69,14.58,2.79,1.0
11145,32940,-4.69,14.46,0.28,2.0
11150,32952,17.38,20.03,5.06,1.0
11151,32953,1.82,11.91,-1.53,1.0
11152,32955,12.95,8.46,5.14,1.0
11154,32960,16.09,0.13,1.39,1.0
11157,32966,9.47,-4.43,1.48,2.0
11164,33009,13.64,24.36,-1.98,1.0
11166,33012,-2.63,7.17,3.85,2.0
11169,33015,-6.19,6.39,5.69,1.0
11170,33016,14.55,6.8,3.48,2.0
11171,33018,18.57,3.7,7.11,1.0
11173,33020,16.96,-0.05,2.1,2.0
11174,33021,10.62,10.89,-0.15,3.0
11176,33024,16.71,8.32,2.26,1.0
11178,33026,-0.58,-0.2,1.8,2.0
11179,33027,1.24,15.33,5.85,5.0
11180,33028,12.88,7.42,6.1,1.0
11182,33030,18.69,2.58,8.55,1.0
11186,33034,30.79,-25.67,-15.06,1.0
11188,33036,18.7,-5.62,7.32,1.0
11189,33037,18.9,-10.02,1.45,1.0
11191,33040,30.17,7.96,-1.48,4.0
11197,33055,-0.77,-1.92,2.94,1.0
11200,33062,16.8,4.71,1.05,2.0
11201,33063,-0.74,12.13,4.63,1.0
11203,33065,6.36,13.49,-0.33,1.0
11205,33067,5.19,1.05,2.17,1.0
11209,33071,12.24,5.52,4.58,2.0
11210,33073,15.38,11.1,-2.2,4.0
11211,33076,11.89,8.81,4.49,2.0
11214,33122,15.05,10.15,-7.95,1.0
11216,33126,2.29,3.58,3.18,5.0
11217,33127,23.37,1.32,12.63,1.0
11218,33128,-1.71,53.93,6.17,1.0
11220,33130,46.56,54.42,8.73,2.0
11221,33131,19.37,27.61,3.0,1.0
11222,33132,50.2,56.49,0.15,2.0
11223,33133,15.87,28.97,2.7,2.0
11224,33134,29.38,17.63,2.5,1.0
11226,33136,16.24,7.09,9.82,2.0
11227,33137,39.82,38.34,9.1,1.0
11228,33138,16.65,16.54,9.53,3.0
11229,33139,16.59,25.05,-1.6,8.0
11230,33140,38.73,24.36,3.24,2.0
11233,33143,4.84,29.22,5.6,4.0
11234,33144,18.79,12.3,3.56,1.0
11235,33145,27.28,18.58,0.61,1.0
11236,33146,14.95,18.07,18.95,3.0
11238,33149,17.25,48.07,-1.66,1.0
11240,33154,16.05,25.11,-7.21,1.0
11241,33155,19.8,7.08,1.97,1.0
11242,33156,19.04,21.5,2.69,3.0
11243,33157,1.75,2.24,4.46,1.0
11245,33160,16.13,5.37,-0.93,2.0
11247,33162,2.14,-6.59,4.64,1.0
11248,33165,13.61,0.98,1.23,2.0
11249,33166,4.51,16.51,7.5,1.0
11254,33172,12.56,-6.48,4.61,5.0
11255,33173,16.16,10.27,3.12,1.0
11256,33174,27.38,15.16,0.38,1.0
11257,33175,5.23,5.08,7.15,1.0
11258,33176,16.65,9.7,6.99,4.0
11260,33178,8.8,7.08,0.55,2.0
11261,33179,5.29,-4.21,1.16,1.0
11262,33180,1.86,6.79,4.71,2.0
11263,33181,13.58,5.87,8.77,3.0
11266,33184,-4.36,-2.69,9.14,1.0
11268,33186,4.97,11.78,8.63,3.0
11270,33189,6.11,8.33,11.71,2.0
11274,33196,13.36,10.6,6.85,2.0
11275,33301,16.62,13.08,1.77,2.0
11276,33304,13.55,16.11,1.96,1.0
11277,33305,18.49,16.34,1.89,2.0
11278,33306,-3.94,-8.67,-2.04,1.0
11279,33308,0.79,4.05,0.44,2.0
11285,33315,10.79,12.0,4.12,5.0
11286,33316,-7.17,2.38,3.29,4.0
11287,33317,5.41,2.18,2.62,1.0
11290,33322,10.71,0.26,0.55,1.0
11291,33323,16.7,6.41,0.03,5.0
11292,33324,12.88,-1.97,2.6,1.0
11293,33325,4.21,16.51,2.93,1.0
11294,33326,6.98,11.88,4.9,2.0
11296,33328,14.09,5.4,5.18,3.0
11298,33331,22.11,12.13,6.53,2.0
11300,33334,10.55,17.63,3.07,1.0
11301,33351,8.15,2.46,3.44,3.0
11302,33401,14.54,10.78,-0.93,4.0
11303,33403,21.76,-7.41,0.01,2.0
11306,33406,18.8,1.76,2.47,2.0
11309,33409,16.15,-5.73,-1.41,1.0
11310,33410,9.63,3.97,8.08,5.0
11311,33411,6.23,12.53,2.97,3.0
11314,33414,11.16,11.62,7.32,4.0
11317,33418,14.55,9.25,2.3,1.0
11318,33426,11.63,13.22,-4.55,4.0
11321,33431,7.47,5.78,1.32,5.0
11322,33432,20.8,16.82,6.27,2.0
11323,33433,10.38,6.28,0.67,1.0
11324,33434,13.57,3.84,2.22,3.0
11327,33437,15.38,6.29,-1.02,1.0
11330,33441,17.57,2.17,4.61,2.0
11331,33442,16.4,10.23,-4.05,2.0
11332,33444,17.68,16.08,3.51,2.0
11334,33446,17.61,31.53,-0.69,2.0
11335,33449,24.3,-18.83,-0.85,1.0
11337,33458,24.2,23.28,2.24,3.0
11338,33460,0.45,9.26,0.98,1.0
11341,33463,0.4,-1.85,-1.33,1.0
11342,33467,5.36,8.85,1.25,1.0
11349,33477,-1.63,-2.31,-1.14,1.0
11351,33480,16.16,34.29,0.95,1.0
11352,33483,20.43,19.06,7.57,1.0
11354,33486,1.71,16.12,4.31,1.0
11357,33496,6.95,-3.64,4.39,2.0
11361,33511,9.56,-0.8,6.81,7.0
11373,33543,12.68,15.22,1.5,1.0
11374,33544,14.57,7.53,-3.67,1.0
11377,33548,21.79,23.88,5.66,1.0
11378,33549,12.09,1.9,6.39,1.0
11379,33556,10.6,12.15,4.85,1.0
11381,33559,15.87,-3.98,4.21,1.0
11382,33563,14.14,-10.41,5.39,1.0
11386,33569,-8.2,-1.71,1.96,1.0
11391,33578,3.94,4.14,3.33,3.0
11400,33602,17.41,12.08,8.44,2.0
11402,33604,10.89,-0.07,9.43,1.0
11404,33606,26.87,22.07,-2.32,4.0
11405,33607,35.81,-1.57,7.72,8.0
11406,33609,4.7,32.42,-3.26,3.0
11408,33611,21.88,12.68,3.1,1.0
11409,33612,9.0,-11.63,2.77,2.0
11412,33615,8.24,-7.81,6.13,1.0
11414,33617,-5.8,-10.94,3.57,1.0
11415,33618,15.98,10.93,6.52,3.0
11417,33620,15.05,10.15,453.33,2.0
11420,33625,10.68,2.41,10.02,2.0
11421,33626,12.54,15.44,3.12,2.0
11422,33629,29.39,23.6,-0.61,1.0
11423,33634,27.45,1.75,1.87,2.0
11424,33635,13.37,-5.83,1.61,1.0
11425,33637,24.7,-4.26,-4.12,1.0
11426,33647,19.58,1.57,10.12,1.0
11427,33701,25.55,34.2,1.1,3.0
11428,33702,7.87,10.29,0.64,1.0
11429,33703,23.26,6.82,4.64,1.0
11434,33708,16.95,9.11,0.83,1.0
11435,33709,18.8,-1.68,0.77,2.0
11436,33710,16.98,6.54,2.74,4.0
11444,33755,12.93,10.11,1.82,1.0
11446,33759,16.95,-0.42,0.21,2.0
11448,33761,-2.39,-16.13,2.32,4.0
11449,33762,-8.55,1.95,-2.19,2.0
11452,33765,4.39,3.32,13.67,1.0
11453,33767,39.99,0.07,-2.3,1.0
11455,33771,3.63,-0.97,-4.05,3.0
11456,33772,11.02,8.5,2.9,1.0
11458,33774,5.93,14.86,1.37,1.0
11460,33777,5.47,-2.11,9.02,1.0
11462,33781,-4.05,6.83,2.91,3.0
11467,33803,12.01,-9.95,0.67,2.0
11469,33809,11.83,0.85,4.81,3.0
11473,33813,13.54,-6.89,1.11,1.0
11480,33837,7.56,12.88,1.4,1.0
11502,33870,2.26,-8.34,2.63,1.0
11508,33880,8.12,-8.04,8.91,1.0
11515,33901,5.84,4.07,2.38,3.0
11517,33904,13.01,9.35,5.48,1.0
11518,33905,3.77,-0.34,3.29,2.0
11520,33908,10.63,22.33,2.7,1.0
11521,33909,18.4,29.31,9.99,2.0
11522,33912,27.44,7.09,4.14,3.0
11523,33913,4.51,8.14,11.8,5.0
11524,33914,5.39,18.15,11.91,2.0
11527,33919,3.11,9.57,2.76,1.0
11531,33924,-25.48,-27.13,-6.0,1.0
11532,33928,31.12,22.9,3.08,3.0
11541,33948,-0.6,4.73,9.15,2.0
11550,33965,15.05,10.15,-81.67,1.0
11558,33980,-6.02,2.33,-6.0,1.0
11562,33990,8.32,20.68,9.26,1.0
11566,34102,24.5,12.46,2.38,3.0
11568,34104,7.75,3.77,7.94,2.0
11570,34108,28.47,17.95,2.78,2.0
11571,34109,7.01,3.89,3.71,4.0
11572,34110,10.09,7.93,2.19,2.0
11575,34114,11.97,9.22,3.96,1.0
11578,34119,17.66,13.64,0.7,1.0
11579,34120,34.65,18.24,2.48,1.0
11581,34135,14.89,9.44,-0.41,1.0
11588,34145,9.31,9.34,3.32,1.0
11589,34201,-0.3,-15.22,4.37,1.0
11590,34202,9.82,12.68,9.82,1.0
11591,34203,12.75,8.79,7.83,2.0
11594,34208,16.79,-2.71,5.14,2.0
11595,34209,9.35,1.98,-0.04,1.0
11596,34210,0.68,6.1,2.2,1.0
11604,34222,29.22,29.39,2.66,1.0
11609,34231,21.49,9.8,0.82,1.0
11610,34232,26.43,13.01,3.21,3.0
11612,34234,11.27,-1.51,1.87,1.0
11614,34236,-3.31,14.83,3.62,2.0
11616,34238,18.29,11.02,1.32,4.0
11617,34239,21.49,27.51,1.63,2.0
11621,34243,5.8,10.24,-0.32,5.0
11629,34287,27.28,13.86,1.27,1.0
11634,34293,23.9,16.59,0.53,2.0
11654,34471,-2.78,-8.37,-1.64,1.0
11657,34474,11.35,4.78,7.82,3.0
11670,34604,-5.21,-7.77,3.99,1.0
11671,34606,13.89,-10.05,0.88,1.0
11676,34613,6.11,-14.38,2.31,1.0
11681,34652,15.05,-23.1,1.31,1.0
11684,34655,4.88,2.19,3.52,3.0
11687,34668,11.78,-18.13,0.53,1.0
11689,34677,8.06,13.01,0.49,1.0
11693,34684,10.87,7.77,1.34,1.0
11694,34685,14.08,6.53,4.57,2.0
11696,34689,8.29,-2.01,-0.16,1.0
11699,34695,22.72,5.18,-0.72,1.0
11700,34698,-0.52,-0.55,4.43,1.0
11702,34711,7.83,-3.21,2.36,2.0
11703,34714,13.95,1.96,6.46,1.0
11710,34741,7.08,16.31,6.82,2.0
11713,34746,6.06,3.83,1.71,1.0
11714,34747,-8.61,-17.13,7.73,3.0
11721,34761,7.47,6.47,1.46,1.0
11723,34769,1.69,0.85,2.13,1.0
11729,34787,10.95,16.98,4.51,2.0
11741,34957,17.08,0.77,1.84,1.0
11748,34986,3.27,2.98,-1.38,1.0
11749,34987,10.62,12.99,9.27,1.0
11750,34990,4.58,6.49,5.04,1.0
11751,34994,13.69,12.73,-3.01,3.0
11753,34997,-0.08,7.98,1.47,1.0
11757,35007,10.0,3.06,-0.21,3.0
11764,35022,-1.25,4.15,-0.24,1.0
11783,35055,22.16,12.07,-1.15,1.0
11791,35068,39.78,18.52,-2.63,1.0
11793,35071,13.89,0.18,-1.27,1.0
11853,35203,-5.05,-9.07,19.63,1.0
11855,35205,10.67,17.61,-0.31,2.0
11859,35209,18.89,13.38,4.42,3.0
11860,35210,-2.85,0.86,0.76,1.0
11862,35212,7.18,40.08,5.04,2.0
11866,35216,16.42,8.76,0.09,2.0
11871,35223,-1.52,3.68,-0.09,2.0
11873,35226,24.8,7.37,-0.42,1.0
11876,35233,30.84,-1.8,4.95,2.0
11878,35235,15.51,-2.44,1.77,2.0
11879,35242,-1.15,4.17,1.63,3.0
11880,35243,15.58,6.98,3.17,1.0
11881,35244,-0.3,3.31,6.95,4.0
11883,35401,23.44,16.79,-2.86,1.0
11884,35404,4.84,1.99,6.01,2.0
11936,43402,6.23,1.8,-2.62,3.0
11941,43410,19.71,5.08,7.58,2.0
11964,43452,15.81,13.2,0.54,1.0
11996,43528,21.08,7.37,1.16,2.0
12004,43537,21.05,0.06,4.25,1.0
12013,43551,22.0,8.61,0.57,3.0
12020,43560,16.93,1.05,4.47,2.0
12022,43566,17.75,0.42,-0.08,1.0
12025,43570,12.57,-2.64,-5.31,2.0
12029,43606,1.61,-8.83,-1.39,2.0
12035,43612,7.83,-22.24,5.88,1.0
12036,43613,12.42,-11.51,6.37,1.0
12038,43615,7.16,-12.57,6.5,2.0
12039,43616,9.37,-1.11,1.26,1.0
12040,43617,6.57,1.66,11.65,1.0
12043,43623,20.11,-8.15,1.09,2.0
12044,43701,12.1,4.12,2.78,2.0
12150,43950,29.98,21.43,6.54,2.0
12171,44001,2.77,-3.94,6.56,3.0
12175,44011,27.0,11.15,-3.42,2.0
12176,44012,7.22,10.78,1.34,1.0
12179,44022,32.71,3.18,4.63,1.0
12198,44053,14.7,-11.12,-2.43,1.0
12203,44060,7.67,-0.29,2.72,4.0
12207,44067,13.18,-2.38,1.18,1.0
12208,44070,10.69,-1.88,0.79,6.0
12219,44087,15.03,4.88,2.16,1.0
12224,44094,12.72,0.66,3.86,2.0
12228,44102,24.99,-17.97,3.68,1.0
12232,44106,13.38,56.7,-6.14,3.0
12235,44109,-2.48,-16.0,1.18,1.0
12237,44111,0.18,-10.92,-3.19,1.0
12239,44113,67.48,89.08,5.67,2.0
12240,44114,4.1,-33.16,-3.54,4.0
12241,44115,8.55,-7.44,14.57,1.0
12242,44116,7.84,12.57,3.76,2.0
12244,44118,17.92,-6.04,1.4,1.0
